Task,Model,Accuracy,Precision,Recall,F1,ROC_AUC,Brier
Task B,Odds Baseline (Team1 Map Odds),0.6141172065156337,0.597178232076015,0.7580409356725146,0.6680624899339668,0.6592152967190851,0.23256277738072487
